States,Recovered,Death,Total Cases,Date,Latitude,Longitude,Active
Andaman and Nicobar Islands,11,0,16,2020-04-21,11.7401,92.6586,5
Andhra Pradesh,96,22,757,2020-04-21,15.9129,79.74,639
Arunachal Pradesh,1,0,1,2020-04-21,28.218000000000004,94.7278,0
Assam,19,1,35,2020-04-21,26.2006,92.9376,15
Bihar,42,2,114,2020-04-21,25.0961,85.3131,70
Chandigarh,13,0,26,2020-04-21,30.7333,76.7794,13
Chhattisgarh,25,0,36,2020-04-21,21.2787,81.8661,11
Delhi,431,47,2081,2020-04-21,28.7041,77.1025,1603
Goa,7,0,7,2020-04-21,15.2993,74.124,0
Gujarat,131,77,2066,2020-04-21,22.2587,71.1924,1858
Haryana,127,3,254,2020-04-21,29.0588,76.0856,124
Himachal Pradesh,16,1,39,2020-04-21,31.1048,77.1734,22
Jammu and Kashmir,71,5,368,2020-04-21,33.7782,76.5762,292
Jharkhand,0,2,46,2020-04-21,23.6102,85.2799,44
Karnataka,114,17,415,2020-04-21,15.3173,75.7139,284
Kerala,291,3,408,2020-04-21,10.8505,76.2711,114
Ladakh,14,0,18,2020-04-21,34.2996,78.2932,4
Madhya Pradesh,127,76,1540,2020-04-21,22.9734,78.6569,1337
Maharashtra,572,232,4669,2020-04-21,19.7515,75.7139,3865
Manipur,2,0,2,2020-04-21,24.6637,93.9063,0
Meghalaya,0,1,11,2020-04-21,25.467,91.3662,10
Mizoram,0,0,1,2020-04-21,23.1645,92.9376,1
Nagaland,0,0,0,2020-04-21,26.1584,94.5624,0
Odisha,24,1,74,2020-04-21,20.9517,85.0985,49
Puducherry,3,0,7,2020-04-21,11.9416,79.8083,4
Punjab,39,16,245,2020-04-21,31.1471,75.3412,190
Rajasthan,205,25,1576,2020-04-21,27.0238,74.2179,1346
Tamil Nadu,457,17,1520,2020-04-21,11.1271,78.6569,1046
Telengana,190,23,919,2020-04-21,18.1124,79.0193,706
Tripura,1,0,2,2020-04-21,23.9408,91.9882,1
Uttar Pradesh,140,20,1294,2020-04-21,26.8467,80.9462,1134
Uttarakhand,18,0,46,2020-04-21,30.0668,79.0193,28
West Bengal,73,12,392,2020-04-21,22.9868,87.855,307
Andaman and Nicobar Islands,11,0,16,2020-04-22,11.7401,92.6586,5
Andhra Pradesh,96,22,757,2020-04-22,15.9129,79.74,639
Arunachal Pradesh,1,0,1,2020-04-22,28.218000000000004,94.7278,0
Assam,19,1,35,2020-04-22,26.2006,92.9376,15
Bihar,42,2,126,2020-04-22,25.0961,85.3131,82
Chandigarh,14,0,27,2020-04-22,30.7333,76.7794,13
Chhattisgarh,26,0,36,2020-04-22,21.2787,81.8661,10
Delhi,611,47,2156,2020-04-22,28.7041,77.1025,1498
Goa,7,0,7,2020-04-22,15.2993,74.124,0
Gujarat,139,90,2178,2020-04-22,22.2587,71.1924,1949
Haryana,127,3,254,2020-04-22,29.0588,76.0856,124
Himachal Pradesh,16,1,39,2020-04-22,31.1048,77.1734,22
Jammu and Kashmir,81,5,380,2020-04-22,33.7782,76.5762,294
Jharkhand#,0,3,45,2020-04-22,,,42
Karnataka,129,17,418,2020-04-22,15.3173,75.7139,272
Kerala,307,3,427,2020-04-22,10.8505,76.2711,117
Ladakh,14,0,18,2020-04-22,34.2996,78.2932,4
Madhya Pradesh,148,76,1552,2020-04-22,22.9734,78.6569,1328
Maharashtra,722,251,5218,2020-04-22,19.7515,75.7139,4245
Manipur,2,0,2,2020-04-22,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-22,25.467,91.3662,11
Mizoram,0,0,1,2020-04-22,23.1645,92.9376,1
Odisha,24,1,79,2020-04-22,20.9517,85.0985,54
Puducherry,3,0,7,2020-04-22,11.9416,79.8083,4
Punjab,39,16,245,2020-04-22,31.1471,75.3412,190
Rajasthan,230,25,1659,2020-04-22,27.0238,74.2179,1404
Tamil Nadu,635,18,1596,2020-04-22,11.1271,78.6569,943
Telengana,194,23,928,2020-04-22,18.1124,79.0193,711
Tripura,1,0,2,2020-04-22,23.9408,91.9882,1
Uttar Pradesh,140,20,1294,2020-04-22,26.8467,80.9462,1134
Uttarakhand,19,0,46,2020-04-22,30.0668,79.0193,27
West Bengal,73,15,423,2020-04-22,22.9868,87.855,335
Andaman and Nicobar Islands,11,0,18,2020-04-23,11.7401,92.6586,7
Andhra Pradesh,120,24,813,2020-04-23,15.9129,79.74,669
Arunachal Pradesh,1,0,1,2020-04-23,28.218000000000004,94.7278,0
Assam,19,1,35,2020-04-23,26.2006,92.9376,15
Bihar,46,2,143,2020-04-23,25.0961,85.3131,95
Chandigarh,14,0,27,2020-04-23,30.7333,76.7794,13
Chhattisgarh,26,0,36,2020-04-23,21.2787,81.8661,10
Delhi,724,48,2248,2020-04-23,28.7041,77.1025,1476
Goa,7,0,7,2020-04-23,15.2993,74.124,0
Gujarat,179,103,2407,2020-04-23,22.2587,71.1924,2125
Haryana,140,3,262,2020-04-23,29.0588,76.0856,119
Himachal Pradesh,18,1,40,2020-04-23,31.1048,77.1734,21
Jammu and Kashmir,92,5,407,2020-04-23,33.7782,76.5762,310
Jharkhand,8,3,49,2020-04-23,23.6102,85.2799,38
Karnataka,131,17,427,2020-04-23,15.3173,75.7139,279
Kerala,323,3,438,2020-04-23,10.8505,76.2711,112
Ladakh,14,0,18,2020-04-23,34.2996,78.2932,4
Madhya Pradesh,148,80,1592,2020-04-23,22.9734,78.6569,1364
Maharashtra,789,269,5652,2020-04-23,19.7515,75.7139,4594
Manipur,2,0,2,2020-04-23,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-23,25.467,91.3662,11
Mizoram,0,0,1,2020-04-23,23.1645,92.9376,1
Odisha,32,1,83,2020-04-23,20.9517,85.0985,50
Puducherry,3,0,7,2020-04-23,11.9416,79.8083,4
Punjab,49,16,251,2020-04-23,31.1471,75.3412,186
Rajasthan,230,27,1890,2020-04-23,27.0238,74.2179,1633
Tamil Nadu,662,18,1629,2020-04-23,11.1271,78.6569,949
Telengana,194,23,945,2020-04-23,18.1124,79.0193,728
Tripura,1,0,2,2020-04-23,23.9408,91.9882,1
Uttar Pradesh,173,21,1449,2020-04-23,26.8467,80.9462,1255
Uttarakhand,23,0,46,2020-04-23,30.0668,79.0193,23
West Bengal,79,15,456,2020-04-23,22.9868,87.855,362
Andaman and Nicobar Islands,11,0,22,2020-04-24,11.7401,92.6586,11
Andhra Pradesh,145,29,955,2020-04-24,15.9129,79.74,781
Arunachal Pradesh,1,0,1,2020-04-24,28.218000000000004,94.7278,0
Assam,19,1,36,2020-04-24,26.2006,92.9376,16
Bihar,46,2,176,2020-04-24,25.0961,85.3131,128
Chandigarh,14,0,27,2020-04-24,30.7333,76.7794,13
Chhattisgarh,28,0,36,2020-04-24,21.2787,81.8661,8
Delhi,808,50,2376,2020-04-24,28.7041,77.1025,1518
Goa,7,0,7,2020-04-24,15.2993,74.124,0
Gujarat,258,112,2624,2020-04-24,22.2587,71.1924,2254
Haryana,156,3,272,2020-04-24,29.0588,76.0856,113
Himachal Pradesh,18,1,40,2020-04-24,31.1048,77.1734,21
Jammu and Kashmir,92,5,427,2020-04-24,33.7782,76.5762,330
Jharkhand,8,3,55,2020-04-24,23.6102,85.2799,44
Karnataka,150,18,463,2020-04-24,15.3173,75.7139,295
Kerala,324,3,448,2020-04-24,10.8505,76.2711,121
Ladakh,14,0,18,2020-04-24,34.2996,78.2932,4
Madhya Pradesh,203,83,1852,2020-04-24,22.9734,78.6569,1566
Maharashtra,840,283,6430,2020-04-24,19.7515,75.7139,5307
Manipur,2,0,2,2020-04-24,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-24,25.467,91.3662,11
Mizoram,0,0,1,2020-04-24,23.1645,92.9376,1
Odisha,33,1,90,2020-04-24,20.9517,85.0985,56
Puducherry,3,0,7,2020-04-24,11.9416,79.8083,4
Punjab,65,16,277,2020-04-24,31.1471,75.3412,196
Rajasthan,230,27,1964,2020-04-24,27.0238,74.2179,1707
Tamil Nadu,752,20,1683,2020-04-24,11.1271,78.6569,911
Telengana,253,26,984,2020-04-24,18.1124,79.0193,705
Tripura,1,0,2,2020-04-24,23.9408,91.9882,1
Uttar Pradesh,206,24,1604,2020-04-24,26.8467,80.9462,1374
Uttarakhand,24,0,47,2020-04-24,30.0668,79.0193,23
West Bengal,103,15,514,2020-04-24,22.9868,87.855,396
Andaman and Nicobar Islands,11,0,27,2020-04-25,11.7401,92.6586,16
Andhra Pradesh,145,29,955,2020-04-25,15.9129,79.74,781
Arunachal Pradesh,1,0,1,2020-04-25,28.218000000000004,94.7278,0
Assam,19,1,36,2020-04-25,26.2006,92.9376,16
Bihar,46,2,223,2020-04-25,25.0961,85.3131,175
Chandigarh,14,0,27,2020-04-25,30.7333,76.7794,13
Chhattisgarh,30,0,36,2020-04-25,21.2787,81.8661,6
Delhi,857,53,2514,2020-04-25,28.7041,77.1025,1604
Goa,7,0,7,2020-04-25,15.2993,74.124,0
Gujarat,265,127,2815,2020-04-25,22.2587,71.1924,2423
Haryana,156,3,272,2020-04-25,29.0588,76.0856,113
Himachal Pradesh,18,1,40,2020-04-25,31.1048,77.1734,21
Jammu and Kashmir,109,5,454,2020-04-25,33.7782,76.5762,340
Jharkhand,8,3,57,2020-04-25,23.6102,85.2799,46
Karnataka,152,18,474,2020-04-25,15.3173,75.7139,304
Kerala,331,3,450,2020-04-25,10.8505,76.2711,116
Ladakh,14,0,20,2020-04-25,34.2996,78.2932,6
Madhya Pradesh,210,92,1852,2020-04-25,22.9734,78.6569,1550
Maharashtra,840,301,6817,2020-04-25,19.7515,75.7139,5676
Manipur,2,0,2,2020-04-25,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-25,25.467,91.3662,11
Mizoram,0,0,1,2020-04-25,23.1645,92.9376,1
Odisha,33,1,94,2020-04-25,20.9517,85.0985,60
Puducherry,3,0,7,2020-04-25,11.9416,79.8083,4
Punjab,67,17,298,2020-04-25,31.1471,75.3412,214
Rajasthan,230,27,2034,2020-04-25,27.0238,74.2179,1777
Tamil Nadu,866,22,1755,2020-04-25,11.1271,78.6569,867
Telengana,253,26,984,2020-04-25,18.1124,79.0193,705
Tripura,1,0,2,2020-04-25,23.9408,91.9882,1
Uttar Pradesh,247,25,1621,2020-04-25,26.8467,80.9462,1349
Uttarakhand,25,0,48,2020-04-25,30.0668,79.0193,23
West Bengal,103,18,571,2020-04-25,22.9868,87.855,450
Andaman and Nicobar Islands,11,0,33,2020-04-26,11.7401,92.6586,22
Andhra Pradesh,171,31,1061,2020-04-26,15.9129,79.74,859
Arunachal Pradesh,1,0,1,2020-04-26,28.218000000000004,94.7278,0
Assam,19,1,36,2020-04-26,26.2006,92.9376,16
Bihar,46,2,243,2020-04-26,25.0961,85.3131,195
Chandigarh,15,0,28,2020-04-26,30.7333,76.7794,13
Chhattisgarh,32,0,37,2020-04-26,21.2787,81.8661,5
Delhi,869,54,2625,2020-04-26,28.7041,77.1025,1702
Goa,7,0,7,2020-04-26,15.2993,74.124,0
Gujarat,282,133,3071,2020-04-26,22.2587,71.1924,2656
Haryana,176,3,289,2020-04-26,29.0588,76.0856,110
Himachal Pradesh,22,1,40,2020-04-26,31.1048,77.1734,17
Jammu and Kashmir,112,6,494,2020-04-26,33.7782,76.5762,376
Jharkhand,13,3,67,2020-04-26,23.6102,85.2799,51
Karnataka,158,18,500,2020-04-26,15.3173,75.7139,324
Kerala,338,4,457,2020-04-26,10.8505,76.2711,115
Ladakh,14,0,20,2020-04-26,34.2996,78.2932,6
Madhya Pradesh,210,99,2096,2020-04-26,22.9734,78.6569,1787
Maharashtra,1076,323,7628,2020-04-26,19.7515,75.7139,6229
Manipur,2,0,2,2020-04-26,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-26,25.467,91.3662,11
Mizoram,0,0,1,2020-04-26,23.1645,92.9376,1
Odisha,33,1,94,2020-04-26,20.9517,85.0985,60
Puducherry,3,0,7,2020-04-26,11.9416,79.8083,4
Punjab,67,17,298,2020-04-26,31.1471,75.3412,214
Rajasthan,493,33,2083,2020-04-26,27.0238,74.2179,1557
Tamil Nadu,960,23,1821,2020-04-26,11.1271,78.6569,838
Telengana,280,26,991,2020-04-26,18.1124,79.0193,685
Tripura,2,0,2,2020-04-26,23.9408,91.9882,0
Uttarakhand,26,0,48,2020-04-26,30.0668,79.0193,22
Andaman and Nicobar Islands,11,0,33,2020-04-27,11.7401,92.6586,22
Andhra Pradesh,231,31,1097,2020-04-27,15.9129,79.74,835
Arunachal Pradesh,1,0,1,2020-04-27,28.218000000000004,94.7278,0
Assam,27,1,36,2020-04-27,26.2006,92.9376,8
Bihar,56,2,274,2020-04-27,25.0961,85.3131,216
Chandigarh,17,0,30,2020-04-27,30.7333,76.7794,13
Chhattisgarh,32,0,37,2020-04-27,21.2787,81.8661,5
Delhi,877,54,2918,2020-04-27,28.7041,77.1025,1987
Goa,7,0,7,2020-04-27,15.2993,74.124,0
Gujarat,313,151,3301,2020-04-27,22.2587,71.1924,2837
Haryana,176,3,289,2020-04-27,29.0588,76.0856,110
Himachal Pradesh,22,1,40,2020-04-27,31.1048,77.1734,17
Jammu and Kashmir,137,6,523,2020-04-27,33.7782,76.5762,380
Jharkhand,13,3,82,2020-04-27,23.6102,85.2799,66
Karnataka,182,19,503,2020-04-27,15.3173,75.7139,302
Kerala,338,4,458,2020-04-27,10.8505,76.2711,116
Ladakh,14,0,20,2020-04-27,34.2996,78.2932,6
Madhya Pradesh,302,103,2096,2020-04-27,22.9734,78.6569,1691
Maharashtra,1076,342,8068,2020-04-27,19.7515,75.7139,6650
Manipur,2,0,2,2020-04-27,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-27,25.467,91.3662,11
Mizoram,0,0,1,2020-04-27,23.1645,92.9376,1
Odisha,35,1,103,2020-04-27,20.9517,85.0985,67
Puducherry,3,0,7,2020-04-27,11.9416,79.8083,4
Punjab,71,18,313,2020-04-27,31.1471,75.3412,224
Rajasthan,518,33,2185,2020-04-27,27.0238,74.2179,1634
Tamil Nadu,1020,24,1885,2020-04-27,11.1271,78.6569,841
Telengana,280,26,1002,2020-04-27,18.1124,79.0193,696
Tripura,2,0,2,2020-04-27,23.9408,91.9882,0
Uttar Pradesh,289,29,1868,2020-04-27,26.8467,80.9462,1550
Uttarakhand,28,0,50,2020-04-27,30.0668,79.0193,22
West Bengal,105,20,649,2020-04-27,22.9868,87.855,524
Andaman and Nicobar Islands,11,0,33,2020-04-28,11.7401,92.6586,22
Andhra Pradesh,235,31,1183,2020-04-28,15.9129,79.74,917
Arunachal Pradesh,1,0,1,2020-04-28,28.218000000000004,94.7278,0
Assam,27,1,36,2020-04-28,26.2006,92.9376,8
Bihar,57,2,345,2020-04-28,25.0961,85.3131,286
Chandigarh,17,0,40,2020-04-28,30.7333,76.7794,23
Chhattisgarh,32,0,37,2020-04-28,21.2787,81.8661,5
Delhi,877,54,3108,2020-04-28,28.7041,77.1025,2177
Goa,7,0,7,2020-04-28,15.2993,74.124,0
Gujarat,394,162,3548,2020-04-28,22.2587,71.1924,2992
Haryana,183,3,296,2020-04-28,29.0588,76.0856,110
Himachal Pradesh,22,1,40,2020-04-28,31.1048,77.1734,17
Jammu and Kashmir,164,7,546,2020-04-28,33.7782,76.5762,375
Jharkhand,13,3,82,2020-04-28,23.6102,85.2799,66
Karnataka,193,20,512,2020-04-28,15.3173,75.7139,299
Kerala,355,4,481,2020-04-28,10.8505,76.2711,122
Ladakh,14,0,20,2020-04-28,34.2996,78.2932,6
Madhya Pradesh,302,110,2168,2020-04-28,22.9734,78.6569,1756
Maharashtra,1282,369,8590,2020-04-28,19.7515,75.7139,6939
Manipur,2,0,2,2020-04-28,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-28,25.467,91.3662,11
Mizoram,0,0,1,2020-04-28,23.1645,92.9376,1
Odisha,37,1,118,2020-04-28,20.9517,85.0985,80
Puducherry,3,0,8,2020-04-28,11.9416,79.8083,5
Punjab,71,18,313,2020-04-28,31.1471,75.3412,224
Rajasthan,669,46,2262,2020-04-28,27.0238,74.2179,1547
Tamil Nadu,1101,24,1937,2020-04-28,11.1271,78.6569,812
Telengana,321,26,1004,2020-04-28,18.1124,79.0193,657
Tripura,2,0,2,2020-04-28,23.9408,91.9882,0
Uttar Pradesh,335,31,1955,2020-04-28,26.8467,80.9462,1589
Uttarakhand,33,0,51,2020-04-28,30.0668,79.0193,18
West Bengal,109,20,697,2020-04-28,22.9868,87.855,568
Andaman and Nicobar Islands,15,0,33,2020-04-29,11.7401,92.6586,18
Andhra Pradesh,258,31,1259,2020-04-29,15.9129,79.74,970
Arunachal Pradesh,1,0,1,2020-04-29,28.218000000000004,94.7278,0
Assam,27,1,38,2020-04-29,26.2006,92.9376,10
Bihar,64,2,366,2020-04-29,25.0961,85.3131,300
Chandigarh,17,0,56,2020-04-29,30.7333,76.7794,39
Chhattisgarh,34,0,38,2020-04-29,21.2787,81.8661,4
Delhi,1078,54,3314,2020-04-29,28.7041,77.1025,2182
Goa,7,0,7,2020-04-29,15.2993,74.124,0
Gujarat,434,181,3744,2020-04-29,22.2587,71.1924,3129
Haryana,209,3,310,2020-04-29,29.0588,76.0856,98
Himachal Pradesh,25,1,40,2020-04-29,31.1048,77.1734,14
Jammu and Kashmir,176,8,565,2020-04-29,33.7782,76.5762,381
Jharkhand,17,3,103,2020-04-29,23.6102,85.2799,83
Karnataka,207,20,523,2020-04-29,15.3173,75.7139,296
Kerala,359,4,485,2020-04-29,10.8505,76.2711,122
Ladakh,16,0,22,2020-04-29,34.2996,78.2932,6
Madhya Pradesh,377,120,2387,2020-04-29,22.9734,78.6569,1890
Maharashtra,1388,400,9318,2020-04-29,19.7515,75.7139,7530
Manipur,2,0,2,2020-04-29,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-29,25.467,91.3662,11
Mizoram,0,0,1,2020-04-29,23.1645,92.9376,1
Odisha,38,1,118,2020-04-29,20.9517,85.0985,79
Puducherry,3,0,8,2020-04-29,11.9416,79.8083,5
Punjab,71,19,322,2020-04-29,31.1471,75.3412,232
Rajasthan,768,51,2364,2020-04-29,27.0238,74.2179,1545
Tamil Nadu,1168,25,2058,2020-04-29,11.1271,78.6569,865
Telengana,321,26,1004,2020-04-29,18.1124,79.0193,657
Tripura,2,0,2,2020-04-29,23.9408,91.9882,0
Uttar Pradesh,462,34,2053,2020-04-29,26.8467,80.9462,1557
Uttarakhand,33,0,54,2020-04-29,30.0668,79.0193,21
West Bengal,119,22,725,2020-04-29,22.9868,87.855,584
Andaman and Nicobar Islands,15,0,33,2020-04-30,11.7401,92.6586,18
Andhra Pradesh,287,31,1332,2020-04-30,15.9129,79.74,1014
Arunachal Pradesh,1,0,1,2020-04-30,28.218000000000004,94.7278,0
Assam,29,1,38,2020-04-30,26.2006,92.9376,8
Bihar,65,2,392,2020-04-30,25.0961,85.3131,325
Chandigarh,17,0,56,2020-04-30,30.7333,76.7794,39
Chhattisgarh,34,0,38,2020-04-30,21.2787,81.8661,4
Delhi,1092,56,3439,2020-04-30,28.7041,77.1025,2291
Goa,7,0,7,2020-04-30,15.2993,74.124,0
Gujarat,527,197,4082,2020-04-30,22.2587,71.1924,3358
Haryana,209,3,310,2020-04-30,29.0588,76.0856,98
Himachal Pradesh,25,1,40,2020-04-30,31.1048,77.1734,14
Jammu and Kashmir,192,8,581,2020-04-30,33.7782,76.5762,381
Jharkhand,19,3,107,2020-04-30,23.6102,85.2799,85
Karnataka,216,21,535,2020-04-30,15.3173,75.7139,298
Kerala,369,4,495,2020-04-30,10.8505,76.2711,122
Ladakh,16,0,22,2020-04-30,34.2996,78.2932,6
Madhya Pradesh,461,129,2561,2020-04-30,22.9734,78.6569,1971
Maharashtra,1593,432,9915,2020-04-30,19.7515,75.7139,7890
Manipur,2,0,2,2020-04-30,24.6637,93.9063,0
Meghalaya,0,1,12,2020-04-30,25.467,91.3662,11
Mizoram,0,0,1,2020-04-30,23.1645,92.9376,1
Odisha,39,1,125,2020-04-30,20.9517,85.0985,85
Puducherry,3,0,8,2020-04-30,11.9416,79.8083,5
Punjab,90,19,357,2020-04-30,31.1471,75.3412,248
Rajasthan,768,51,2438,2020-04-30,27.0238,74.2179,1619
Tamil Nadu,1210,27,2162,2020-04-30,11.1271,78.6569,925
Telengana,367,26,1012,2020-04-30,18.1124,79.0193,619
Tripura,2,0,2,2020-04-30,23.9408,91.9882,0
Uttar Pradesh,510,39,2134,2020-04-30,26.8467,80.9462,1585
Uttarakhand,36,0,55,2020-04-30,30.0668,79.0193,19
West Bengal,124,22,758,2020-04-30,22.9868,87.855,612
Andaman and Nicobar Islands,16,0,33,2020-05-01,11.7401,92.6586,17
Andhra Pradesh,321,31,1403,2020-05-01,15.9129,79.74,1051
Arunachal Pradesh,1,0,1,2020-05-01,28.218000000000004,94.7278,0
Assam,29,1,42,2020-05-01,26.2006,92.9376,12
Bihar,82,2,418,2020-05-01,25.0961,85.3131,334
Chandigarh,17,0,56,2020-05-01,30.7333,76.7794,39
Chhattisgarh,36,0,40,2020-05-01,21.2787,81.8661,4
Delhi,1094,59,3515,2020-05-01,28.7041,77.1025,2362
Goa,7,0,7,2020-05-01,15.2993,74.124,0
Gujarat,613,214,4395,2020-05-01,22.2587,71.1924,3568
Haryana,209,3,313,2020-05-01,29.0588,76.0856,101
Himachal Pradesh,28,1,40,2020-05-01,31.1048,77.1734,11
Jammu and Kashmir,216,8,614,2020-05-01,33.7782,76.5762,390
Jharkhand,20,3,109,2020-05-01,23.6102,85.2799,86
Karnataka,229,21,565,2020-05-01,15.3173,75.7139,315
Kerala,383,4,497,2020-05-01,10.8505,76.2711,110
Ladakh,16,0,22,2020-05-01,34.2996,78.2932,6
Madhya Pradesh,482,137,2660,2020-05-01,22.9734,78.6569,2041
Maharashtra,1773,459,10498,2020-05-01,19.7515,75.7139,8266
Manipur,2,0,2,2020-05-01,24.6637,93.9063,0
Meghalaya,0,1,12,2020-05-01,25.467,91.3662,11
Mizoram,0,0,1,2020-05-01,23.1645,92.9376,1
Odisha,39,1,142,2020-05-01,20.9517,85.0985,102
Puducherry,5,0,8,2020-05-01,11.9416,79.8083,3
Punjab,90,19,357,2020-05-01,31.1471,75.3412,248
Rajasthan,836,58,2584,2020-05-01,27.0238,74.2179,1690
Tamil Nadu,1258,27,2323,2020-05-01,11.1271,78.6569,1038
Telengana,397,26,1038,2020-05-01,18.1124,79.0193,615
Tripura,2,0,2,2020-05-01,23.9408,91.9882,0
Uttar Pradesh,513,39,2203,2020-05-01,26.8467,80.9462,1651
Uttarakhand,36,0,57,2020-05-01,30.0668,79.0193,21
West Bengal,139,33,795,2020-05-01,22.9868,87.855,623
Andaman and Nicobar Islands,16,0,33,2020-05-02,11.7401,92.6586,17
Andhra Pradesh,403,33,1463,2020-05-02,15.9129,79.74,1027
Arunachal Pradesh,1,0,1,2020-05-02,28.218000000000004,94.7278,0
Assam,32,1,43,2020-05-02,26.2006,92.9376,10
Bihar,98,3,471,2020-05-02,25.0961,85.3131,370
Chandigarh,17,0,88,2020-05-02,30.7333,76.7794,71
Chhattisgarh,36,0,43,2020-05-02,21.2787,81.8661,7
Delhi,1167,61,3738,2020-05-02,28.7041,77.1025,2510
Goa,7,0,7,2020-05-02,15.2993,74.124,0
Gujarat,735,236,4721,2020-05-02,22.2587,71.1924,3750
Haryana,227,4,360,2020-05-02,29.0588,76.0856,129
Himachal Pradesh,30,1,40,2020-05-02,31.1048,77.1734,9
Jammu and Kashmir,247,8,639,2020-05-02,33.7782,76.5762,384
Jharkhand,20,3,111,2020-05-02,23.6102,85.2799,88
Karnataka,251,22,589,2020-05-02,15.3173,75.7139,316
Kerala,392,4,497,2020-05-02,10.8505,76.2711,101
Ladakh,17,0,22,2020-05-02,34.2996,78.2932,5
Madhya Pradesh,524,145,2719,2020-05-02,22.9734,78.6569,2050
Maharashtra,1879,485,11506,2020-05-02,19.7515,75.7139,9142
Manipur,2,0,2,2020-05-02,24.6637,93.9063,0
Meghalaya,0,1,12,2020-05-02,25.467,91.3662,11
Mizoram,0,0,1,2020-05-02,23.1645,92.9376,1
Odisha,55,1,149,2020-05-02,20.9517,85.0985,93
Puducherry,5,0,8,2020-05-02,11.9416,79.8083,3
Punjab,90,19,480,2020-05-02,31.1471,75.3412,371
Rajasthan,1116,62,2666,2020-05-02,27.0238,74.2179,1488
Tamil Nadu,1312,28,2526,2020-05-02,11.1271,78.6569,1186
Telengana,441,26,1039,2020-05-02,18.1124,79.0193,572
Tripura,2,0,2,2020-05-02,23.9408,91.9882,0
Uttar Pradesh,654,42,2328,2020-05-02,26.8467,80.9462,1632
Uttarakhand,36,0,58,2020-05-02,30.0668,79.0193,22
West Bengal,139,33,795,2020-05-02,22.9868,87.855,623
Andaman and Nicobar Islands,16,0,33,2020-05-03,11.7401,92.6586,17
Andhra Pradesh,441,33,1525,2020-05-03,15.9129,79.74,1051
Arunachal Pradesh,1,0,1,2020-05-03,28.218000000000004,94.7278,0
Assam,32,1,43,2020-05-03,26.2006,92.9376,10
Bihar,107,4,481,2020-05-03,25.0961,85.3131,370
Chandigarh,17,0,88,2020-05-03,30.7333,76.7794,71
Chhattisgarh,36,0,43,2020-05-03,21.2787,81.8661,7
Delhi,1256,64,4122,2020-05-03,28.7041,77.1025,2802
Goa,7,0,7,2020-05-03,15.2993,74.124,0
Gujarat,896,262,5054,2020-05-03,22.2587,71.1924,3896
Haryana,227,4,360,2020-05-03,29.0588,76.0856,129
Himachal Pradesh,33,1,40,2020-05-03,31.1048,77.1734,6
Jammu and Kashmir,254,8,666,2020-05-03,33.7782,76.5762,404
Jharkhand,22,3,115,2020-05-03,23.6102,85.2799,90
Karnataka,271,25,601,2020-05-03,15.3173,75.7139,305
Kerala,400,4,499,2020-05-03,10.8505,76.2711,95
Ladakh,17,0,22,2020-05-03,34.2996,78.2932,5
Madhya Pradesh,624,151,2846,2020-05-03,22.9734,78.6569,2071
Maharashtra,2000,521,12296,2020-05-03,19.7515,75.7139,9775
Manipur,2,0,2,2020-05-03,24.6637,93.9063,0
Meghalaya,0,1,12,2020-05-03,25.467,91.3662,11
Mizoram,0,0,1,2020-05-03,23.1645,92.9376,1
Odisha,56,1,157,2020-05-03,20.9517,85.0985,100
Puducherry,5,0,8,2020-05-03,11.9416,79.8083,3
Punjab,112,20,772,2020-05-03,31.1471,75.3412,640
Rajasthan,1121,65,2770,2020-05-03,27.0238,74.2179,1584
Tamil Nadu,1341,29,2757,2020-05-03,11.1271,78.6569,1387
Telengana,458,28,1063,2020-05-03,18.1124,79.0193,577
Tripura,2,0,4,2020-05-03,23.9408,91.9882,2
Uttar Pradesh,689,43,2487,2020-05-03,26.8467,80.9462,1755
Uttarakhand,39,0,59,2020-05-03,30.0668,79.0193,20
West Bengal,151,33,922,2020-05-03,22.9868,87.855,738
Andaman and Nicobar Islands,32,0,33,2020-05-04,11.7401,92.6586,1
Andhra Pradesh,488,33,1583,2020-05-04,15.9129,79.74,1062
Arunachal Pradesh,1,0,1,2020-05-04,28.218000000000004,94.7278,0
Assam,32,1,43,2020-05-04,26.2006,92.9376,10
Bihar,125,4,503,2020-05-04,25.0961,85.3131,374
Chandigarh,19,0,94,2020-05-04,30.7333,76.7794,75
Chhattisgarh,36,0,57,2020-05-04,21.2787,81.8661,21
Delhi,1362,64,4549,2020-05-04,28.7041,77.1025,3123
Goa,7,0,7,2020-05-04,15.2993,74.124,0
Gujarat,1042,290,5428,2020-05-04,22.2587,71.1924,4096
Haryana,245,5,442,2020-05-04,29.0588,76.0856,192
Himachal Pradesh,34,1,40,2020-05-04,31.1048,77.1734,5
Jammu and Kashmir,287,8,701,2020-05-04,33.7782,76.5762,406
Jharkhand,22,3,115,2020-05-04,23.6102,85.2799,90
