Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Bijay Mohanty,INC,0,Others,64,17367991,BHUBANESWAR,0,0.0,M
"Bismaya Mahapatra,",AAP,0,Post Graduate,48,15156959,BHUBANESWAR,3824000,0.0,M
Dr Kulamani Nayak,"Proutist Bloc, India",0,Doctorate,65,2024713,BHUBANESWAR,0,0.0,M
"Madhu Sudan Yadav,",BSP,0,Graduate,64,2050000,BHUBANESWAR,1440,0.0,M
Manas Ranjan Mishra,IND,0,Post Graduate,41,38090100,BHUBANESWAR,0,0.0,M
Pramila Behera,CPI(ML) Red star,0,Graduate,38,166297,BHUBANESWAR,0,0.0,M
Prana Krushna Dalabehera,Samruddha Odisha,0,Graduate Professional,59,2790039,BHUBANESWAR,255034,0.0,M
Prithiviraj Harichandan,BJP,1,Post Graduate,46,10162181,BHUBANESWAR,5087000,0.0,M
Rabindra Nath Behera,SP,0,Post Graduate,50,4697137,BHUBANESWAR,1714853,0.0,M
Sunjoy Hans,Aama Odisha Party,0,10th Pass,50,659112136,BHUBANESWAR,143674099,0.0,M
Kalikesh Narayan Singh Deo,BJD,2,Graduate,39,87955818,BOLANGIR,24410449,0.0,M
Achutananda Nag,Ambedkarite Party of India,0,Graduate Professional,42,208500,BOLANGIR,0,0.0,M
Naba Krushna Danta,IND,0,Graduate Professional,55,482285,BOLANGIR,606700,0.0,M
Rana Nag,BSP,0,Graduate,61,13940000,BOLANGIR,1700000,0.0,M
Sangeeta Kumari Singh Deo,BJP,3,Graduate,52,62357000,BOLANGIR,3817340,0.0,M
Saraswati Nanda,AAP,0,Post Graduate,36,279095,BOLANGIR,0,0.0,M
Sarat Pattnayak,INC,0,Graduate Professional,57,43999656,BOLANGIR,818572,0.0,M
Shankar Kumar Patra,Aama Odisha Party,0,Post Graduate,62,10380000,BOLANGIR,0,0.0,M
Bhartruhari Mahatab,BJD,0,Post Graduate,57,88834098,CUTTACK,0,0.0,M
Aparajita Mohanty,INC,0,Graduate,50,27791663,CUTTACK,7903022,0.0,M
Bikash Das,AAP,0,Doctorate,44,19920752,CUTTACK,4700000,0.0,M
Binapani Das,SUCI(C),0,12th Pass,63,127124,CUTTACK,0,0.0,M
Jibesh Kishore Sundaray,AITC,1,10th Pass,46,12814048,CUTTACK,0,0.0,M
Mahameghabahan Aira Kharabela Swain,Aama Odisha Party,0,Post Graduate,61,3225000,CUTTACK,0,0.0,M
Pramod Kumar Mallick,BSP,0,Graduate,40,136000,CUTTACK,0,0.0,M
Sabyasachi Mahapatra,CPI(ML) Red star,0,Graduate,31,600,CUTTACK,0,0.0,M
Samir Dey,BJP,1,Graduate Professional,57,19960747,CUTTACK,6719742,0.0,M
Sanjay Kumar Sahoo,IND,0,Others,29,1050960,CUTTACK,0,0.0,M
Tathagata Satpathy,BJD,7,Others,57,35434099,DHENKANAL,0,0.0,M
Guru Prasad Pradhan,IND,0,Graduate Professional,36,1157381,DHENKANAL,0,0.0,M
Jimuta Prasad Mishra,AAP,0,Post Graduate,43,3657868,DHENKANAL,0,0.0,M
Kalakar Naik,Ambedkarite Party of India,0,12th Pass,48,2140000,DHENKANAL,0,0.0,M
Manasi Swain,SUCI(C),3,Post Graduate,33,453116,DHENKANAL,950000,0.0,M
Nirmal Samal,IND,0,8th Pass,38,740000,DHENKANAL,0,0.0,M
Pradyumna Kumar Naik,Bahujan Mukti Party,0,Graduate Professional,38,1427000,DHENKANAL,0,0.0,M
Premananda Sahoo,BSP,0,Post Graduate,43,1650041,DHENKANAL,55253,0.0,M
Priyabrata Garnaik,Samata Kranti Dal,0,Graduate,33,1191000,DHENKANAL,350000,0.0,M
Rudranarayan Pany,BJP,5,Graduate,55,267145,DHENKANAL,0,0.0,M
Sudhir Kumar Samal,INC,3,8th Pass,50,85901162,DHENKANAL,17484885,0.0,M
Suparno Satpathy,Aama Odisha Party,0,Graduate,41,48872009,DHENKANAL,702378,0.0,M
Kulamani Samal,BJD,0,Graduate Professional,65,25158570,JAGATSINGHPUR,0,0.0,M
Ajay Kumar Behera,CPI,0,Post Graduate,40,5137088,JAGATSINGHPUR,0,0.0,M
Anupama Sethy,AAP,0,Post Graduate,27,525564,JAGATSINGHPUR,10000,0.0,M
Baidhar Mallick,BJP,1,Graduate,48,6027197,JAGATSINGHPUR,700000,0.0,M
Bibhu Prasad Tarai,INC,0,Post Graduate,50,5756318,JAGATSINGHPUR,799000,0.0,M
Manas Kumar Behera,IND,0,Post Graduate,58,7105375,JAGATSINGHPUR,163500,0.0,M
Pradip Kumar Mallick,BSP,0,Post Graduate,45,1760000,JAGATSINGHPUR,0,0.0,M
Rita Tarai,BJD,0,12th Pass,37,1622003,JAJPUR,0,0.0,M
Amiya Kanta Mallick,BJP,0,10th Pass,58,10680000,JAJPUR,5130000,0.0,M
Asok Das,INC,0,Post Graduate,56,14693759,JAJPUR,5579589,0.0,M
Debendra Kumar Mallik,BSP,0,Graduate Professional,50,10000,JAJPUR,0,0.0,M
Gayadhar Mallick,Samata Kranti Dal,1,10th Pass,65,371500,JAJPUR,0,0.0,M
Kalandi Mallick,AAP,0,12th Pass,42,225518,JAJPUR,0,0.0,M
Nabin Kumar Dalai,IND,0,Graduate,32,307000,JAJPUR,0,0.0,M
Ranjit Malik,Bahujan Mukti Party,1,Graduate,45,1316991,JAJPUR,270889,0.0,M
Subas Chandra Mallick,SUCI(C),0,Graduate,0,6000,JAJPUR,0,0.0,M
Arka Keshari Deo,BJD,0,Graduate,35,69822063,KALAHANDI,831688,0.0,M
Baikuntha Dhangada Majhi,Kalinga Sena,0,10th Pass,58,20000,KALAHANDI,0,0.0,M
Balaram Hota,CPI(ML)L,0,Others,30,1150,KALAHANDI,0,0.0,M
Bhakta Charan Das,INC,1,Graduate Professional,55,11516583,KALAHANDI,3875982,0.0,M
Bighna Raj Panda,Samruddha Odisha,1,12th Pass,29,764550,KALAHANDI,58637,0.0,M
Chhabilal Nial,Ambedkarite Party of India,0,Graduate Professional,38,580758,KALAHANDI,0,0.0,M
Daitary Pradhan,Aama Odisha Party,2,Post Graduate,58,47792839,KALAHANDI,367818,0.0,M
Parameswar Kand,Samata Kranti Dal,1,12th Pass,51,2270000,KALAHANDI,100000,0.0,M
Pradipta Kumar Naik,BJP,0,Graduate Professional,47,42970197,KALAHANDI,0,0.0,M
Rajendra Kumar Mund,IND,0,Post Graduate,0,32280000,KALAHANDI,48000,0.0,M
Sahadev Jal,Bahujan Mukti Party,0,Graduate,64,1199800,KALAHANDI,0,0.0,M
Saroj Kumar Naik,BSP,0,Graduate,42,5880000,KALAHANDI,120000,0.0,M
Satya Narayan Mahar,AAP,1,Graduate,38,32332,KALAHANDI,0,0.0,M
Siba Hati,SP,0,8th Pass,57,1474000,KALAHANDI,100000,0.0,M
Sunil Chandra Naik,Odisha Jan Morcha,0,Graduate Professional,54,2900000,KALAHANDI,0,0.0,M
Hemendra Chandra Singh,BJD,2,Graduate,46,503907437,KANDHAMAL,4786551,0.0,M
Basanta Kumar Pradhan,IND,0,12th Pass,37,150000,KANDHAMAL,0,0.0,M
Bilasini Nayak,Aama Odisha Party,0,10th Pass,43,691500,KANDHAMAL,0,0.0,M
Harihara Karana,INC,0,Post Graduate,66,96350411,KANDHAMAL,269368,0.0,M
Lambodar Kanhar,IND,2,Graduate Professional,56,1303200,KANDHAMAL,38000,0.0,M
Narendra Mohanty,AAP,9,Post Graduate,47,1217466,KANDHAMAL,287074,0.0,M
Ram Nayak,BSP,0,5th Pass,47,1774911,KANDHAMAL,713000,0.0,M
Sukanta Kumar Panigrahi,BJP,2,Post Graduate,47,580000,KANDHAMAL,120000,0.0,M
Pratyusha Rajeshwari Singh,BJD,0,Graduate,42,515421001,KANDHAMAL : BYE ELECTION ON 15-10-2014,7588558,0.0,M
Abhimanyu Behera,INC,0,10th Pass,59,10971700,KANDHAMAL : BYE ELECTION ON 15-10-2014,0,0.0,M
Birendra Kumar Gouda,IND,0,Graduate,35,880500,KANDHAMAL : BYE ELECTION ON 15-10-2014,28000,0.0,M
Jalandhar Kanhar,IND,0,Post Graduate,45,2707154,KANDHAMAL : BYE ELECTION ON 15-10-2014,0,0.0,M
Kulamani Urma,Paschimanchal Vikas Party,0,10th Pass,53,180000,KANDHAMAL : BYE ELECTION ON 15-10-2014,0,0.0,M
Mohammed Ziauddin Ahamed,Indian Citizens Party,0,Graduate,54,26951300,KANDHAMAL : BYE ELECTION ON 15-10-2014,160000,0.0,M
Rudra Madhab Ray,BJP,1,Graduate,77,10456885,KANDHAMAL : BYE ELECTION ON 15-10-2014,150000,0.0,M
Sri Baijayant Panda,BJD,0,Graduate Professional,50,312432726,KENDRAPARA,300000,0.0,M
Bishnu Prasad Das,BJP,0,Graduate,43,1837410,KENDRAPARA,0,0.0,M
Dharanidhar Nayak,INC,0,Post Graduate,60,35040745,KENDRAPARA,11869710,0.0,M
Md.Samim Aktar,AAP,0,Graduate Professional,43,850000,KENDRAPARA,0,0.0,M
Pramod Sahu,IND,0,Graduate Professional,49,1263856,KENDRAPARA,0,0.0,M
Shekh Faruk,BSP,1,10th Pass,36,1346000,KENDRAPARA,0,0.0,M
Sukumar Mallick,IND,0,12th Pass,61,297207,KENDRAPARA,0,0.0,M
Sakuntala Laguri,BJD,0,10th Pass,34,101531625,KEONJHAR,0,0.0,M
Anant Nayak,BJP,0,12th Pass,44,5241777,KEONJHAR,875448,0.0,M
Basudeb Naik,IND,2,10th Pass,47,27042432,KEONJHAR,2090125,0.0,M
Bishnupriya Naik,Odisha Jan Morcha,0,10th Pass,49,245000,KEONJHAR,0,0.0,M
Dr. Sudarshan Lohar,Rashtriya Independent Morcha,0,Post Graduate,65,4627400,KEONJHAR,0,0.0,M
Jagat Mohan Naik,BSP,0,10th Pass,64,170700,KEONJHAR,10000,0.0,M
Madhaba Sardar,INC,0,Post Graduate,46,1757015,KEONJHAR,99665,0.0,M
Sujit Kumar Lugun,IND,0,12th Pass,34,5389000,KEONJHAR,64000,0.0,M
Jhina Hikaka,BJD,0,Post Graduate,39,8800000,KORAPUT,0,0.0,M
Banamali Majhi,Ambedkarite Party of India,0,Post Graduate,40,48000,KORAPUT,0,0.0,M
Giridhar Gamang,INC,0,Graduate,71,5895460,KORAPUT,2500000,0.0,M
Kailash Sabara,Samata Kranti Dal,0,Graduate Professional,40,16000,KORAPUT,0,0.0,M
Lingaraj Sabara@Gomango,IND,0,Post Graduate,62,5462041,KORAPUT,1123000,0.0,M
Meganada Sabar,CPI(ML)L,0,10th Pass,47,200000,KORAPUT,0,0.0,M
Prakash Hikaka,CPI(ML) Red star,0,Literate,38,2500,KORAPUT,0,0.0,M
Praska Renga,BSP,0,8th Pass,31,352000,KORAPUT,0,0.0,M
Sibasankar Ulaka,BJP,1,Others,36,16500000,KORAPUT,1750000,0.0,M
Rama Chandra Hansdah,BJD,0,Graduate,39,3630888,MAYURBHANJ,0,0.0,M
Anta Alok Baskey,AJSU Party,0,Graduate,43,8604192,MAYURBHANJ,600000,0.0,M
Chhabi Mahali,AAP,0,Others,26,75674,MAYURBHANJ,0,0.0,M
Dashmat Soren,BSP,0,10th Pass,50,855000,MAYURBHANJ,0,0.0,M
Debashis Marndi,JMM,0,Doctorate,37,3993858,MAYURBHANJ,627225,0.0,M
Devi Prasanna Besra,IND,0,Graduate,66,5178227,MAYURBHANJ,0,0.0,M
Dr. Nepole Raghu Murmu,BJP,0,Doctorate,39,4573490,MAYURBHANJ,419980,0.0,M
Prabhudan Marandi,Aama Odisha Party,0,Graduate Professional,42,2683854,MAYURBHANJ,0,0.0,M
Shyam Sundar Hansdah,INC,0,Graduate,60,32158487,MAYURBHANJ,9116999,0.0,M
Balabhadra Majhi,BJD,0,Graduate,53,52977088,NABARANGPUR,705404,0.0,M
Arjuna Bhatara,Odisha Jan Morcha,0,Graduate,51,4137000,NABARANGPUR,815000,0.0,M
Chandradhwaja Majhi,IND,0,Graduate,54,2028926,NABARANGPUR,0,0.0,M
Gopal Pujari,Aama Odisha Party,1,10th Pass,52,100000,NABARANGPUR,0,0.0,M
Gopinath Jani,BSP,0,8th Pass,43,426659,NABARANGPUR,37200,0.0,M
Parsuram Majhi,BJP,0,Graduate,53,8274821,NABARANGPUR,61600,0.0,M
Pradeep Kumar Majhi,INC,0,Graduate,38,6978000,NABARANGPUR,36000,0.0,M
Pinaki Mishra,BJD,0,Graduate Professional,54,1370991203,PURI,19975839,0.0,M
Ashok Pradhan,CPI(ML)L,2,Graduate Professional,50,2006000,PURI,300000,0.0,M
Ashok Sahu,BJP,1,Post Graduate,61,55639509,PURI,0,0.0,M
Bhaskar Chandra Mohanty,BSP,0,Graduate Professional,62,8215000,PURI,0,0.0,M
Nirada Barana Khuntia,AAP,0,Not Given,50,5004386,PURI,0,0.0,M
Sabyasachi Mohapatra,Kalinga Sena,0,Graduate Professional,40,484637,PURI,21840,0.0,M
Sucharita Mohanty,INC,0,Post Graduate,51,36546329,PURI,59551,0.0,M
Nagendra Kumar Pradhan,BJD,0,Graduate Professional,61,12796623,SAMBALPUR,1461565,0.0,M
Amarnath Pradhan,INC,0,Post Graduate,57,56069048,SAMBALPUR,0,0.0,M
Ananda Kumar Samal,AAP,0,Post Graduate,31,169838,SAMBALPUR,123121,0.0,M
Ashok Kumar Panda,IND,0,Graduate,51,5947626,SAMBALPUR,853925,0.0,M
Dusmanta Kar,IND,0,Graduate Professional,37,10000,SAMBALPUR,0,0.0,M
Md. Ali Hussain,IND,0,12th Pass,42,9030000,SAMBALPUR,4420000,0.0,M
Nathu Ram,BSP,0,Graduate,61,6538687,SAMBALPUR,0,0.0,M
Prasadi Pradhan,SUCI(C),0,8th Pass,67,485502,SAMBALPUR,36800,0.0,M
Shankarlal Agrawala,"Proutist Bloc, India",0,12th Pass,57,16466020,SAMBALPUR,0,0.0,M
Suresh Pujari,BJP,0,Post Graduate,53,8684372,SAMBALPUR,0,0.0,M
Tarani Bhoi,Paschimanchal Vikas Party,0,10th Pass,46,2587176,SAMBALPUR,547876,0.0,M
Jual Oram,BJP,1,Others,53,24202170,SUNDARGARH,0,0.0,M
Bagi Lakra,BSP,1,Graduate Professional,58,1925530,SUNDARGARH,88983,0.0,M
Basil Ekka,AAP,0,10th Pass,42,333388,SUNDARGARH,1000000,0.0,M
Das Charan Majhi,Jharkhand Disom Party,0,10th Pass,66,385000,SUNDARGARH,0,0.0,M
Dillip Kumar Tirkey,BJD,0,Graduate,34,70158593,SUNDARGARH,831924,0.0,M
Hemanand Biswal,INC,0,12th Pass,72,20107728,SUNDARGARH,1300000,0.0,M
Justin Lugun,SUCI(C),0,10th Pass,38,8092,SUNDARGARH,0,0.0,M
Lawrencia Lakra,IND,0,12th Pass,47,1500,SUNDARGARH,0,0.0,M
Lily Prema Kujur,Bahujan Mukti Party,0,12th Pass,44,161000,SUNDARGARH,0,0.0,M
Mansid Ekka,IND,2,12th Pass,68,630000,SUNDARGARH,280000,0.0,M
Sagar Singh Manaki,Kosal Kranti Dal,0,Graduate,65,5069000,SUNDARGARH,0,0.0,M
Satish Kumar Minz,IND,0,Post Graduate,49,3008000,SUNDARGARH,0,0.0,M
R. Radhakrishnan,All India N.R. Congress,0,Post Graduate,42,77724418,PONDICHERRY,7658530,0.0,M
A.M.H. Nazeem,DMK,3,12th Pass,52,5930000,PONDICHERRY,60000,0.0,M
Dhanarasu @ Mathimaharaja,IND,0,8th Pass,50,7300000,PONDICHERRY,1640000,0.0,M
G. Palani,CPI(ML)L,0,10th Pass,59,1239728,PONDICHERRY,90000,0.0,M
G. Sutha,IND,0,10th Pass,30,1120900,PONDICHERRY,0,0.0,M
G.Shanmugam,IND,0,Others,50,5875000,PONDICHERRY,0,0.0,M
I. Senthilkumar,IND,2,8th Pass,31,41165,PONDICHERRY,0,0.0,M
J. Dhandapani,IND,1,Post Graduate,61,2802323,PONDICHERRY,270000,0.0,M
K. Manjini,IND,0,5th Pass,41,70000,PONDICHERRY,0,0.0,M
K. Ramadass,IND,0,8th Pass,49,54823,PONDICHERRY,0,0.0,M
Kaliyamurthy,IND,0,10th Pass,44,72814,PONDICHERRY,30000,0.0,M
M. Chittibabu,IND,0,Graduate,37,7745000,PONDICHERRY,0,0.0,M
M. Marie Uthriyanathan,Samata Party,3,8th Pass,32,454250,PONDICHERRY,478409,0.0,M
M. Ramadass,IND,0,Doctorate,64,8094600,PONDICHERRY,604861,0.0,M
M.V. Omalingam,AIADMK,0,Others,42,26412176,PONDICHERRY,21600000,0.0,M
P. Asaravel,IND,0,Literate,41,412500,PONDICHERRY,0,0.0,M
P. Bakkiaraj,IND,1,8th Pass,31,149100,PONDICHERRY,0,0.0,M
Puvala Nageswara Rao,IND,0,Literate,60,1400000,PONDICHERRY,0,0.0,M
R. Valavan,IND,0,Others,40,942970,PONDICHERRY,0,0.0,M
R. Viswanathan,CPI,0,10th Pass,64,27140629,PONDICHERRY,6017909,0.0,M
R.K.R. Anantharaman,PMK,3,Graduate Professional,41,24654438,PONDICHERRY,18044310,0.0,M
Ramamurthi,IND,0,8th Pass,53,4000,PONDICHERRY,0,0.0,M
S. Chitrakala,JD(U),0,Graduate,37,5255000,PONDICHERRY,1460000,0.0,M
S. Ezhilarasan,IND,0,Graduate,41,70500,PONDICHERRY,30000,0.0,M
S. Krishnamoorthy,BSP,0,8th Pass,48,990200,PONDICHERRY,10000,0.0,M
S. Sanjivganthi,IND,0,Graduate Professional,30,750,PONDICHERRY,0,0.0,M
S. Sudarsanan,IND,0,8th Pass,37,261000,PONDICHERRY,0,0.0,M
V. Narayanasamy,INC,0,Post Graduate,66,91869740,PONDICHERRY,4206223,0.0,M
V. Rangarajan,AAP,0,Graduate Professional,59,57938000,PONDICHERRY,3400000,0.0,M
V. Vijaya,IND,0,12th Pass,29,306000,PONDICHERRY,230000,0.0,M
Captain Amarinder Singh,INC,3,Graduate,72,863564071,AMRITSAR,4853456,0.0,M
Amarinder Singh,IND,0,12th Pass,36,60000,AMRITSAR,0,0.0,M
Amarjit Singh Asal,CPI,0,Post Graduate,58,1866611,AMRITSAR,0,0.0,M
Arun Jaitley,BJP,0,Graduate Professional,61,1130216000,AMRITSAR,82000000,0.0,M
Arun Kumar Joshi,IND,3,12th Pass,40,2852000,AMRITSAR,0,0.0,M
Bal Krishan Sharma,IND,0,10th Pass,53,16766167,AMRITSAR,0,0.0,M
Balbir Singh,Bharatiya Gaon Taj Dal,0,5th Pass,49,2387000,AMRITSAR,0,0.0,M
Bhagwant Singh,IND,0,10th Pass,54,3333000,AMRITSAR,630305,0.0,M
Buta Singh,Bahujan Samaj Party (Ambedkar),0,Literate,0,80000,AMRITSAR,0,0.0,M
Daljit Singh,AAP,0,Post Graduate,79,175331173,AMRITSAR,0,0.0,M
Dr.Inderpal,IND,2,Graduate Professional,52,6007000,AMRITSAR,0,0.0,M
Gagandeep Kumar,IND,0,Post Graduate,32,1903789,AMRITSAR,0,0.0,M
Gurdial Singh Gill,Democratic Bharatiya Samaj Party,0,10th Pass,33,200000,AMRITSAR,0,0.0,M
Kanwaljit Singh Sahota,IND,0,10th Pass,33,270085,AMRITSAR,0,0.0,M
Krishan Sharma,Nav Bharat Democratic Party,0,12th Pass,38,485500,AMRITSAR,780000,0.0,M
Mohinder Singh,IND,0,Illiterate,64,200000,AMRITSAR,0,0.0,M
Pardeep Singh Walia,BSP,0,Others,61,49565228,AMRITSAR,450000,0.0,M
Rattan Singh Randhawa,IND,0,Post Graduate,59,4201500,AMRITSAR,244000,0.0,M
Rehmat Masih,IND,0,10th Pass,55,1710000,AMRITSAR,0,0.0,M
Sham Lal Gandhiwadi,IND,0,Illiterate,32,15500,AMRITSAR,0,0.0,M
Surinder Kumar Khosla,IND,0,10th Pass,45,1988000,AMRITSAR,200000,0.0,M
Surinder Singh,Democratic Congress Party,0,Not Given,58,42000,AMRITSAR,0,0.0,M
Yusaf Mohammad,SP,0,10th Pass,34,1348885,AMRITSAR,0,0.0,M
Gurjeet Singh Aujla,INC,0,12th Pass,44,33239719,AMRITSAR : BYE- ELECTION ON 04-02-2017,7246478,0.0,M
D. Durga Prasad,Challengers Party,0,Graduate Professional,51,9448000,AMRITSAR : BYE- ELECTION ON 04-02-2017,0,0.0,M
Daswinder Kaur,CPI,0,Graduate,52,1377843,AMRITSAR : BYE- ELECTION ON 04-02-2017,0,0.0,M
Gulzar Singh,Shiromani Lok Dal Party,0,10th Pass,50,3068000,AMRITSAR : BYE- ELECTION ON 04-02-2017,775000,0.0,M
Rajinder Mohan Singh Chhina,BJP,0,Graduate,66,214969100,AMRITSAR : BYE- ELECTION ON 04-02-2017,11389253,0.0,M
Upkar Singh Sandhu,AAP,0,Post Graduate,63,190430000,AMRITSAR : BYE- ELECTION ON 04-02-2017,52464205,0.0,M
Prem Singh Chandumajra,SAD,0,Post Graduate,64,141599902,ANANDPUR SAHIB,2248200,0.0,M
Ambika Soni,INC,0,Post Graduate,71,1180035973,ANANDPUR SAHIB,27847000,0.0,M
Balbir Singh Jadla,CPI(M),0,10th Pass,62,28030000,ANANDPUR SAHIB,110000,0.0,M
Baljit Kaur,IND,0,5th Pass,47,225281,ANANDPUR SAHIB,0,0.0,M
Daljit Singh,IND,0,Post Graduate,70,11507000,ANANDPUR SAHIB,800000,0.0,M
Davinder Kumar Verma,IND,0,8th Pass,33,60000,ANANDPUR SAHIB,0,0.0,M
Faqir Chand Kariha,IND,0,10th Pass,64,1460000,ANANDPUR SAHIB,0,0.0,M
Gurmeet Singh,IND,0,8th Pass,69,4097703,ANANDPUR SAHIB,300000,0.0,M
Gurnam Singh,IND,0,Post Graduate,67,981975,ANANDPUR SAHIB,100000,0.0,M
Gursharn Singh Panesar,IND,0,Post Graduate,50,4630000,ANANDPUR SAHIB,0,0.0,M
Harcharan Singh,IND,0,Graduate,69,4000000,ANANDPUR SAHIB,0,0.0,M
Himmat Singh Shergill,AAP,0,Graduate Professional,34,44487450,ANANDPUR SAHIB,10975665,0.0,M
Jaswant Singh Mann,SAD(A)(Simranjit Singh Mann),0,Post Graduate,70,175798500,ANANDPUR SAHIB,3300000,0.0,M
K.S Makhan,BSP,0,10th Pass,43,17598896,ANANDPUR SAHIB,0,0.0,M
Mandeep Singh Bittu,IND,0,Post Graduate,25,247000,ANANDPUR SAHIB,0,0.0,M
Navneet Chautala,IND,0,12th Pass,27,3005000,ANANDPUR SAHIB,1012,0.0,M
Ramesh Rani Parjapati,Bahujan Mukti Party,0,8th Pass,60,5535000,ANANDPUR SAHIB,0,0.0,M
Resham Kahlon,Bahujan Sangharshh Dal,0,8th Pass,42,470500,ANANDPUR SAHIB,0,0.0,M
Harsimrat Kaur Badal,SAD,0,10th Pass,47,1081664910,BATHINDA,412634299,0.0,M
Ashish,IND,0,10th Pass,25,30267,BATHINDA,0,0.0,M
Bhagwant Singh Samaon,CPI(ML)L,3,8th Pass,36,277000,BATHINDA,15000,0.0,M
Bhupesh Kumar,IND,0,Graduate Professional,36,600000,BATHINDA,0,0.0,M
Dyal Chand,IND,0,Literate,52,58600,BATHINDA,0,0.0,M
Geeta Rani,Akhil Bharatiya Shivsena Rashtrawadi,0,5th Pass,50,,BATHINDA,0,0.0,M
Gurcharan Singh,IND,0,10th Pass,42,140000,BATHINDA,0,0.0,M
Gurdeep Singh,Indian Krantikari Lehar,0,Illiterate,44,570000,BATHINDA,0,0.0,M
Gurmeet Singh Ranghreta,Punjab Labour Party,1,12th Pass,44,3574000,BATHINDA,100000,0.0,M
Jagdeep Singh,IND,0,Post Graduate,35,2710473,BATHINDA,1084798,0.0,M
Jagdeep Singh Gehri,IND,0,10th Pass,39,160000,BATHINDA,0,0.0,M
Jagdish Rai Sharma,Nav Bharat Democratic Party,1,Post Graduate,57,9563000,BATHINDA,362000,0.0,M
Jaspal Singh,IND,0,10th Pass,36,2900000,BATHINDA,0,0.0,M
Jasraj Singh Longia,AAP,0,Graduate,40,3121648,BATHINDA,0,0.0,M
Kartar Singh,IND,0,8th Pass,60,4985000,BATHINDA,0,0.0,M
Kuldeep Singh,BSP,0,10th Pass,32,8095000,BATHINDA,0,0.0,M
Makhan Lal,Bahujan Samaj Party (Ambedkar),0,8th Pass,43,91000,BATHINDA,0,0.0,M
Manpreet Singh Badal S/O Gurdas Singh,INC,0,Graduate Professional,52,421140137,BATHINDA,42757722,0.0,M
Manpreet Singh Badal S/O Gurdev Singh,IND,0,10th Pass,33,740000,BATHINDA,0,0.0,M
Navneet,SHS,0,12th Pass,42,5760000,BATHINDA,560000,0.0,M
Rajinder Singh,SAD(A)(Simranjit Singh Mann),0,10th Pass,0,2600000,BATHINDA,0,0.0,M
Sanjeev Kumar Thapar,IND,0,10th Pass,34,2670000,BATHINDA,200000,0.0,M
Satish Arora,IND,0,12th Pass,51,13615000,BATHINDA,0,0.0,M
Shaminder Singh,JKNPP,0,12th Pass,34,3335000,BATHINDA,200000,0.0,M
Sukhwinder Singh,Bahujan Mukti Party,0,12th Pass,33,241500,BATHINDA,0,0.0,M
Suresh Kumar Goyal,Janral Samaj Party,0,Others,70,1506952,BATHINDA,123000,0.0,M
Sushil Kumar Jindal,IND,0,10th Pass,31,100000,BATHINDA,0,0.0,M
Swaran Singh,IND,0,Graduate,45,11175000,BATHINDA,1320000,0.0,M
Vijay Kumar,IND,2,10th Pass,44,660000,BATHINDA,0,0.0,M
Prof. Sadhu Singh,AAP,0,Post Graduate,73,5879516,FARIDKOT,70000,0.0,M
Badal Singh,IND,0,8th Pass,29,50000,FARIDKOT,0,0.0,M
Darshan Singh,SAD(A)(Simranjit Singh Mann),0,5th Pass,36,412000,FARIDKOT,0,0.0,M
Gobind Singh,RPI(A),0,8th Pass,34,100000,FARIDKOT,0,0.0,M
Gurcharan Singh,RPI,0,10th Pass,59,805000,FARIDKOT,0,0.0,M
Jarnail Singh,Nav Bharat Democratic Party,1,Illiterate,47,210124,FARIDKOT,0,0.0,M
Jasveer Singh,IND,0,Post Graduate,38,34921,FARIDKOT,0,0.0,M
Joginder Singh,INC,0,8th Pass,55,33499042,FARIDKOT,883983,0.0,M
Joginder Singh S/O Kesar Singh,IND,0,Graduate,75,4696076,FARIDKOT,0,0.0,M
Kashmir Singh,CPI,0,Graduate,46,902000,FARIDKOT,0,0.0,M
Mangat Ram Manga,SHS,0,Not Given,42,160000,FARIDKOT,0,0.0,M
Moti Lal,Bharatiya Sant Mat Party,0,8th Pass,45,194500,FARIDKOT,0,0.0,M
Paramjeet Kaur W/O Gurpreet Singh,IND,0,Literate,30,230466,FARIDKOT,100000,0.0,M
Paramjit Kaur Gulshan,SAD,0,Post Graduate,65,37637845,FARIDKOT,4876412,0.0,M
Paramjit Kaur W/O Amrik Singh,Bahujan Mukti Party,0,10th Pass,47,60000,FARIDKOT,0,0.0,M
Reena Kumari,IND,0,Illiterate,30,468268,FARIDKOT,0,0.0,M
Sant Ram,BSP,0,12th Pass,54,2092700,FARIDKOT,0,0.0,M
Satpal Singh,Indian Krantikari Lehar,0,Illiterate,50,1630000,FARIDKOT,0,0.0,M
Seema Rani,IND,0,Graduate Professional,30,212286,FARIDKOT,0,0.0,M
Harinder Singh Khalsa,AAP,0,Post Graduate,67,35588128,FATEHGARH SAHIB,6700000,0.0,M
Avtar Singh,IND,0,5th Pass,46,17500,FATEHGARH SAHIB,0,0.0,M
Dharam Singh,SAD(A)(Simranjit Singh Mann),0,10th Pass,47,528006,FATEHGARH SAHIB,10000,0.0,M
Gurdeep Singh,Inqalab Vikas Dal,0,10th Pass,37,335519,FATEHGARH SAHIB,0,0.0,M
Harpreet Singh,Bahujan Mukti Party,0,12th Pass,26,10000,FATEHGARH SAHIB,0,0.0,M
Kulwant Singh,SAD,0,10th Pass,52,1396118874,FATEHGARH SAHIB,174538688,0.0,M
